order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year,delivery_days,profit_status,month
US-2012-118906,2012-03-10,2012-03-10,Same Day,ken black,corporate,maryland,united states,us,east,OFF-ST-10002406,office supplies,storage,pizazz global quick file,90,6,0.0,25.1496,16.73,critical,2012,0,profit,March
US-2012-151050,2012-03-10,2012-03-12,First Class,becky martin,consumer,maranhão,brazil,latam,south,OFF-AR-10000067,office supplies,art,"boston pencil sharpener, water color",55,7,0.6,-28.756,16.14,high,2012,2,loss,March
US-2012-105949,2012-03-10,2012-03-12,First Class,becky martin,consumer,panama,panama,latam,central,OFF-AR-10003794,office supplies,art,"boston pencil sharpener, water color",82,7,0.4,-1.484,14.13,medium,2012,2,loss,March
CA-2012-146829,2012-03-10,2012-03-10,Same Day,toby swindell,consumer,texas,united states,us,central,OFF-BI-10004022,office supplies,binders,acco suede grain vinyl round ring binder,1,2,0.8,-1.8904,0.06,high,2012,0,loss,March
IN-2012-86502,2012-03-11,2012-03-12,First Class,darren powers,consumer,australian capital territory,australia,apac,oceania,FUR-CH-10003771,furniture,chairs,"harbour creations steel folding chair, black",382,4,0.0,80.16,47.31,high,2012,1,profit,March
MX-2012-140179,2012-03-12,2012-03-12,Same Day,katrina bavinger,home office,baja california,mexico,latam,north,FUR-FU-10004474,furniture,furnishings,"rubbermaid door stop, duo pack",35,2,0.4,4.088,13.65,critical,2012,0,profit,March
ID-2012-70752,2012-04-01,2012-04-07,Standard Class,brad norvell,corporate,t?nh c?n th?,vietnam,apac,southeast asia,TEC-CO-10003982,technology,copiers,"hp ink, high-speed",400,5,0.37,37.935,31.42,low,2012,6,profit,April
ID-2012-70752,2012-04-01,2012-04-07,Standard Class,brad norvell,corporate,t?nh c?n th?,vietnam,apac,southeast asia,TEC-AC-10004012,technology,accessories,"enermax flash drive, erganomic",42,2,0.47,-3.9702,4.53,low,2012,6,loss,April
ID-2012-70752,2012-04-01,2012-04-07,Standard Class,brad norvell,corporate,t?nh c?n th?,vietnam,apac,southeast asia,OFF-FA-10002617,office supplies,fasteners,"advantus clamps, assorted sizes",69,5,0.17,-4.329,4.26,low,2012,6,loss,April
IN-2012-58894,2012-04-02,2012-04-04,First Class,justin mackendrick,consumer,south australia,australia,apac,oceania,TEC-CO-10004897,technology,copiers,"sharp fax machine, high-speed",529,2,0.1,188.01,191.99,critical,2012,2,profit,April
MO-2012-4700,2012-04-02,2012-04-06,Standard Class,neil knudson,home office,rabat-salé-zemmour-zaer,morocco,africa,africa,TEC-APP-10004657,technology,phones,"apple smart phone, cordless",636,1,0.0,139.98,60.11,medium,2012,4,profit,April
MO-2012-4700,2012-04-02,2012-04-06,Standard Class,neil knudson,home office,rabat-salé-zemmour-zaer,morocco,africa,africa,TEC-HEW-10001074,technology,copiers,"hewlett fax machine, color",643,2,0.0,224.94,53.99,medium,2012,4,profit,April
ID-2012-69814,2012-04-02,2012-04-07,Second Class,jonathan howell,consumer,western australia,australia,apac,oceania,FUR-BO-10002510,furniture,bookcases,"safco 3-shelf cabinet, traditional",608,4,0.1,60.744,46.15,medium,2012,5,profit,April
IR-2012-6560,2012-04-02,2012-04-07,Standard Class,anna häberlin,corporate,razavi khorasan,iran,emea,emea,OFF-FEL-10001865,office supplies,storage,"fellowes file cart, wire frame",818,6,0.0,171.72,40.11,medium,2012,5,profit,April
US-2012-162432,2012-04-02,2012-04-07,Standard Class,clay cheatham,consumer,santo domingo,dominican republic,latam,caribbean,TEC-AC-10001341,technology,accessories,"enermax memory card, usb",306,5,0.2,38.2,28.01,medium,2012,5,profit,April
ES-2012-1363320,2012-04-02,2012-04-05,First Class,ross devincentis,home office,bavaria,germany,eu,central,OFF-BI-10000440,office supplies,binders,"acco index tab, economy",50,5,0.0,23.1,16.76,critical,2012,3,profit,April
US-2012-162432,2012-04-02,2012-04-07,Standard Class,clay cheatham,consumer,santo domingo,dominican republic,latam,caribbean,TEC-PH-10003877,technology,phones,"samsung office telephone, cordless",109,3,0.2,-16.368,8.96,medium,2012,5,loss,April
US-2012-159513,2012-04-02,2012-04-09,Standard Class,john dryer,consumer,california,united states,us,west,TEC-MA-10003329,technology,machines,"vtech at&t cl2940 corded speakerphone, black",72,3,0.2,24.2919,8.19,low,2012,7,profit,April
ES-2012-2072341,2012-04-02,2012-04-08,Standard Class,noah childs,corporate,england,united kingdom,eu,north,OFF-ST-10002437,office supplies,storage,"eldon trays, blue",144,3,0.0,25.83,8.17,medium,2012,6,profit,April
CA-2012-3440,2012-04-02,2012-04-07,Second Class,pauline chand,home office,quebec,canada,canada,canada,TEC-OKI-10003221,technology,machines,"okidata receipt printer, red",120,1,0.0,20.4,6.05,medium,2012,5,profit,April
MO-2012-4700,2012-04-02,2012-04-06,Standard Class,neil knudson,home office,rabat-salé-zemmour-zaer,morocco,africa,africa,TEC-NOK-10003560,technology,phones,"nokia headset, voip",73,1,0.0,30.72,5.5,medium,2012,4,profit,April
US-2012-142811,2012-04-02,2012-04-07,Standard Class,john lucas,consumer,arizona,united states,us,west,TEC-PH-10003095,technology,phones,samsung hm1900 bluetooth headset,88,5,0.2,32.925,5.35,medium,2012,5,profit,April
US-2012-122140,2012-04-02,2012-04-07,Standard Class,michael oakman,consumer,texas,united states,us,central,TEC-AC-10003289,technology,accessories,anker ultra-slim mini bluetooth 3.0 wireless keyboard,48,3,0.2,1.7991,4.35,medium,2012,5,profit,April
US-2012-122140,2012-04-02,2012-04-07,Standard Class,michael oakman,consumer,texas,united states,us,central,TEC-AC-10003038,technology,accessories,kingston digital datatraveler 16gb usb 2.0,50,7,0.2,-0.6265,3.43,medium,2012,5,loss,April
IN-2012-58894,2012-04-02,2012-04-04,First Class,justin mackendrick,consumer,south australia,australia,apac,oceania,OFF-FA-10004813,office supplies,fasteners,"stockwell rubber bands, bulk pack",15,1,0.1,2.457,3.4,critical,2012,2,profit,April
US-2012-165015,2012-04-02,2012-04-04,Second Class,gene mcclure,consumer,lima (city),peru,latam,south,OFF-ST-10002685,office supplies,storage,"eldon lockers, blue",158,2,0.4,-102.952,3.3,medium,2012,2,loss,April
IR-2012-6560,2012-04-02,2012-04-07,Standard Class,anna häberlin,corporate,razavi khorasan,iran,emea,emea,TEC-ENE-10004520,technology,accessories,"enermax mouse, erganomic",38,1,0.0,2.64,2.97,medium,2012,5,profit,April
CA-2012-8950,2012-04-02,2012-04-06,Standard Class,amy cox,consumer,ontario,canada,canada,canada,OFF-ACC-10004322,office supplies,binders,"acco binder, clear",29,2,0.0,9.6,2.81,high,2012,4,profit,April
MO-2012-4700,2012-04-02,2012-04-06,Standard Class,neil knudson,home office,rabat-salé-zemmour-zaer,morocco,africa,africa,OFF-STA-10003803,office supplies,art,"stanley highlighters, fluorescent",16,1,0.0,5.88,1.71,medium,2012,4,profit,April
US-2012-122140,2012-04-02,2012-04-07,Standard Class,michael oakman,consumer,texas,united states,us,central,OFF-AP-10001242,office supplies,appliances,apc 7 outlet network surgearrest surge protector,32,2,0.8,-80.48,1.27,medium,2012,5,loss,April
CA-2012-136378,2012-04-02,2012-04-07,Standard Class,cari sayre,corporate,texas,united states,us,central,OFF-BI-10003707,office supplies,binders,aluminum screw posts,9,3,0.8,-13.734,0.67,medium,2012,5,loss,April
ID-2012-69814,2012-04-02,2012-04-07,Second Class,jonathan howell,consumer,western australia,australia,apac,oceania,OFF-PA-10003416,office supplies,paper,"green bar parchment paper, recycled",15,1,0.1,-0.009,0.08,medium,2012,5,loss,April
MX-2012-160388,2012-04-03,2012-04-07,Standard Class,ivan gibson,consumer,san salvador,el salvador,latam,central,FUR-TA-10004306,furniture,tables,"barricks round table, fully assembled","1,073",4,0.2,201.184,68.95,medium,2012,4,profit,April
US-2012-169425,2012-04-03,2012-04-09,Standard Class,bruce stewart,consumer,francisco morazán,honduras,latam,central,FUR-BO-10004558,furniture,bookcases,"sauder library with doors, pine",311,2,0.4,-72.616,26.41,medium,2012,6,loss,April
YM-2012-9880,2012-04-03,2012-04-07,Standard Class,chloris kastensmidt,consumer,ta'izz,yemen,emea,emea,TEC-SHA-10003670,technology,copiers,"sharp wireless fax, laser",214,2,0.7,-320.328,16.84,high,2012,4,loss,April
US-2012-169425,2012-04-03,2012-04-09,Standard Class,bruce stewart,consumer,francisco morazán,honduras,latam,central,FUR-CH-10003448,furniture,chairs,"harbour creations bag chairs, set of two",102,4,0.4,-3.408,8.56,medium,2012,6,loss,April
ES-2012-3099065,2012-04-03,2012-04-09,Standard Class,peter fuller,consumer,emilia-romagna,italy,eu,south,OFF-ST-10001999,office supplies,storage,"tenex folders, wire frame",80,6,0.4,10.584,8.35,medium,2012,6,profit,April
ES-2012-3770269,2012-04-03,2012-04-08,Standard Class,craig leslie,home office,franche-comté,france,eu,central,OFF-EN-10003511,office supplies,envelopes,"jiffy interoffice envelope, security-tint",49,1,0.0,6.81,7.01,high,2012,5,profit,April
IN-2012-52251,2012-04-03,2012-04-06,Second Class,bobby elias,consumer,new south wales,australia,apac,oceania,OFF-FA-10002459,office supplies,fasteners,"advantus clamps, bulk pack",35,2,0.1,11.562,6.9,high,2012,3,profit,April
MX-2012-163020,2012-04-03,2012-04-03,Same Day,alan haines,corporate,montevideo,uruguay,latam,south,FUR-CH-10002010,furniture,chairs,"office star bag chairs, adjustable",39,1,0.0,15.82,6.51,high,2012,0,profit,April
TU-2012-2510,2012-04-03,2012-04-08,Standard Class,angele hood,consumer,istanbul,turkey,emea,emea,OFF-ROG-10002682,office supplies,storage,"rogers box, industrial",39,4,0.6,-58.68,5.48,high,2012,5,loss,April
ES-2012-2680695,2012-04-03,2012-04-07,Standard Class,barry gonzalez,consumer,east flanders,belgium,eu,central,OFF-FA-10004233,office supplies,fasteners,"stockwell paper clips, metal",27,2,0.0,10.92,4.3,high,2012,4,profit,April
TU-2012-2510,2012-04-03,2012-04-08,Standard Class,angele hood,consumer,istanbul,turkey,emea,emea,OFF-ENE-10003549,office supplies,paper,"enermax cards & envelopes, recycled",38,2,0.6,-53.592,3.44,high,2012,5,loss,April
TU-2012-2510,2012-04-03,2012-04-08,Standard Class,angele hood,consumer,istanbul,turkey,emea,emea,FUR-ELD-10003695,furniture,furnishings,"eldon light bulb, duo pack",20,2,0.6,-10.152,2.97,high,2012,5,loss,April
MX-2012-112151,2012-04-03,2012-04-10,Standard Class,patrick gardner,consumer,santo domingo,dominican republic,latam,caribbean,OFF-BI-10004969,office supplies,binders,"acco binding machine, durable",56,2,0.2,18.896,2.92,medium,2012,7,profit,April
YM-2012-9880,2012-04-03,2012-04-07,Standard Class,chloris kastensmidt,consumer,ta'izz,yemen,emea,emea,FUR-ADV-10000188,furniture,furnishings,"advantus stacking tray, erganomic",15,2,0.7,-19.506,2.1,high,2012,4,loss,April
TU-2012-2510,2012-04-03,2012-04-08,Standard Class,angele hood,consumer,istanbul,turkey,emea,emea,TEC-APP-10004584,technology,phones,"apple office telephone, voip",26,1,0.6,-14.382,2.08,high,2012,5,loss,April
ES-2012-4784843,2012-04-03,2012-04-05,First Class,rob haberlin,consumer,vienna,austria,eu,central,OFF-BI-10002193,office supplies,binders,"wilson jones hole reinforcements, recycled",10,2,0.0,2.34,2.0,high,2012,2,profit,April
YM-2012-9880,2012-04-03,2012-04-07,Standard Class,chloris kastensmidt,consumer,ta'izz,yemen,emea,emea,OFF-GLO-10000485,office supplies,envelopes,"globeweis mailers, security-tint",12,1,0.7,-12.705,1.91,high,2012,4,loss,April
HU-2012-8780,2012-04-03,2012-04-08,Standard Class,marina lichtenstein,corporate,budapest,hungary,emea,emea,OFF-SAN-10002015,office supplies,art,"sanford pens, water color",29,2,0.0,13.08,1.34,medium,2012,5,profit,April
MX-2012-108028,2012-04-03,2012-04-09,Standard Class,allen armold,consumer,jalisco,mexico,latam,north,OFF-LA-10003459,office supplies,labels,"avery removable labels, laser printer compatible",21,3,0.0,0.42,1.13,medium,2012,6,profit,April
YM-2012-9880,2012-04-03,2012-04-07,Standard Class,chloris kastensmidt,consumer,ta'izz,yemen,emea,emea,OFF-BIC-10003473,office supplies,art,"bic markers, fluorescent",8,1,0.7,-17.193,0.75,high,2012,4,loss,April
YM-2012-9880,2012-04-03,2012-04-07,Standard Class,chloris kastensmidt,consumer,ta'izz,yemen,emea,emea,OFF-EAT-10004051,office supplies,paper,"eaton memo slips, recycled",4,1,0.7,-6.705,0.42,high,2012,4,loss,April
CA-2012-112452,2012-04-04,2012-04-04,Same Day,nat carroll,consumer,michigan,united states,us,central,TEC-CO-10004202,technology,copiers,brother dcp1000 digital 3 in 1 multifunction machine,600,2,0.0,209.993,218.9,critical,2012,0,profit,April
MX-2012-133424,2012-04-04,2012-04-07,First Class,lycoris saunders,consumer,méxico,mexico,latam,north,TEC-CO-10000266,technology,copiers,"canon copy machine, color",701,4,0.002,300.75424,177.04,high,2012,3,profit,April
CA-2012-112452,2012-04-04,2012-04-04,Same Day,nat carroll,consumer,michigan,united states,us,central,OFF-AP-10003849,office supplies,appliances,hoover shoulder vac commercial portable vacuum,644,2,0.1,107.346,117.33,critical,2012,0,profit,April
US-2012-145282,2012-04-04,2012-04-07,First Class,lycoris saunders,consumer,minas gerais,brazil,latam,south,TEC-CO-10000961,technology,copiers,"canon copy machine, color",280,4,0.602,-120.97376,62.41,critical,2012,3,loss,April
ES-2012-5757351,2012-04-04,2012-04-04,Same Day,anthony witt,consumer,campania,italy,eu,south,OFF-PA-10001466,office supplies,paper,"eaton computer printout paper, 8.5 x 11",123,4,0.0,56.4,34.91,high,2012,0,profit,April
CA-2012-110667,2012-04-04,2012-04-08,Standard Class,nicole fjeld,home office,new york,united states,us,east,FUR-FU-10004622,furniture,furnishings,eldon advantage foldable chair mats for low pile carpets,108,2,0.0,22.764,6.58,medium,2012,4,profit,April
IZ-2012-7110,2012-04-04,2012-04-08,Second Class,beth fritzler,corporate,dhi qar,iraq,emea,emea,TEC-ENE-10003125,technology,accessories,"enermax flash drive, programmable",43,1,0.0,15.48,5.92,high,2012,4,profit,April
CA-2012-110667,2012-04-04,2012-04-08,Standard Class,nicole fjeld,home office,new york,united states,us,east,OFF-BI-10002735,office supplies,binders,gbc prestige therm-a-bind covers,82,3,0.2,27.7911,4.64,medium,2012,4,profit,April
ES-2012-5635375,2012-04-04,2012-04-09,Standard Class,chuck sachs,consumer,veneto,italy,eu,south,OFF-AR-10002145,office supplies,art,"binney & smith sketch pad, fluorescent",95,2,0.0,4.74,3.8,medium,2012,5,profit,April
CA-2012-112452,2012-04-04,2012-04-04,Same Day,nat carroll,consumer,michigan,united states,us,central,OFF-BI-10003350,office supplies,binders,acco expandable hanging binders,13,2,0.0,5.8696,3.77,critical,2012,0,profit,April
CA-2012-112452,2012-04-04,2012-04-04,Same Day,nat carroll,consumer,michigan,united states,us,central,TEC-PH-10000307,technology,phones,shocksock galaxy s4 armband,11,1,0.0,0.438,3.26,critical,2012,0,profit,April
CA-2012-112452,2012-04-04,2012-04-04,Same Day,nat carroll,consumer,michigan,united states,us,central,OFF-FA-10000735,office supplies,fasteners,staples,6,2,0.0,2.628,2.53,critical,2012,0,profit,April
US-2012-145282,2012-04-04,2012-04-07,First Class,lycoris saunders,consumer,minas gerais,brazil,latam,south,OFF-LA-10000927,office supplies,labels,"hon shipping labels, adjustable",7,3,0.6,-8.184,2.28,critical,2012,3,loss,April
MX-2012-133424,2012-04-04,2012-04-07,First Class,lycoris saunders,consumer,méxico,mexico,latam,north,OFF-EN-10000761,office supplies,envelopes,"jiffy peel and seal, with clear poly window",16,1,0.0,2.98,1.73,high,2012,3,profit,April
MX-2012-133424,2012-04-04,2012-04-07,First Class,lycoris saunders,consumer,méxico,mexico,latam,north,OFF-LA-10004799,office supplies,labels,"hon shipping labels, adjustable",19,3,0.0,2.94,1.65,high,2012,3,profit,April
US-2012-145282,2012-04-04,2012-04-07,First Class,lycoris saunders,consumer,minas gerais,brazil,latam,south,OFF-EN-10003416,office supplies,envelopes,"jiffy peel and seal, with clear poly window",6,1,0.6,-6.44,1.43,critical,2012,3,loss,April
US-2012-100160,2012-04-04,2012-04-10,Standard Class,ken heidel,corporate,santo domingo,dominican republic,latam,caribbean,OFF-EN-10000761,office supplies,envelopes,"jiffy peel and seal, with clear poly window",25,2,0.2,-0.32,1.23,medium,2012,6,loss,April
MX-2012-148901,2012-04-04,2012-04-04,Same Day,yoseph carroll,corporate,rio grande do sul,brazil,latam,south,OFF-LA-10004495,office supplies,labels,"novimex round labels, alphabetical",12,3,0.0,4.38,1.13,medium,2012,0,profit,April
ES-2012-5635375,2012-04-04,2012-04-09,Standard Class,chuck sachs,consumer,veneto,italy,eu,south,OFF-AR-10002672,office supplies,art,"boston highlighters, blue",57,3,0.0,14.13,0.89,medium,2012,5,profit,April
CA-2012-110667,2012-04-04,2012-04-08,Standard Class,nicole fjeld,home office,new york,united states,us,east,OFF-BI-10003529,office supplies,binders,avery round ring poly binders,9,4,0.2,3.2944,0.52,medium,2012,4,profit,April
MX-2012-146500,2012-04-04,2012-04-08,Standard Class,christina demoss,consumer,escuintla,guatemala,latam,central,OFF-AR-10004818,office supplies,art,"boston markers, easy-erase",36,2,0.0,4.96,0.44,medium,2012,4,profit,April
CA-2012-110667,2012-04-04,2012-04-08,Standard Class,nicole fjeld,home office,new york,united states,us,east,OFF-AR-10000716,office supplies,art,dixon ticonderoga erasable checking pencils,11,2,0.0,4.3524,0.2,medium,2012,4,profit,April
ES-2012-2314672,2012-04-05,2012-04-05,Same Day,don miller,corporate,lower saxony,germany,eu,central,TEC-PH-10000505,technology,phones,"apple smart phone, with caller id","2,876",9,0.5,-1783.08,516.63,high,2012,0,loss,April
CA-2012-161452,2012-04-05,2012-04-11,Standard Class,carol adams,corporate,california,united states,us,west,FUR-CH-10003973,furniture,chairs,gueststacker chair with chrome finish legs,892,3,0.2,89.2224,112.94,low,2012,6,profit,April
ID-2012-32098,2012-04-05,2012-04-11,Standard Class,george zrebassa,corporate,bali,indonesia,apac,southeast asia,OFF-ST-10004830,office supplies,storage,"eldon lockers, blue",329,2,0.17,-59.4294,58.58,low,2012,6,loss,April
ES-2012-2495938,2012-04-05,2012-04-09,Standard Class,kristen hastings,corporate,nord-pas-de-calais,france,eu,central,OFF-AP-10004869,office supplies,appliances,"kitchenaid toaster, white",451,6,0.1,150.084,56.85,high,2012,4,profit,April
US-2012-113754,2012-04-05,2012-04-10,Standard Class,brenda bowman,corporate,coahuila,mexico,latam,north,FUR-TA-10002433,furniture,tables,"chromcraft computer table, with bottom storage",473,2,0.2,-47.328,54.68,medium,2012,5,loss,April
IN-2012-69072,2012-04-05,2012-04-09,Standard Class,kelly andreada,consumer,victoria,australia,apac,oceania,TEC-CO-10002658,technology,copiers,"hewlett ink, laser",669,5,0.1,289.86,51.54,medium,2012,4,profit,April
CA-2012-167010,2012-04-05,2012-04-10,Standard Class,valerie takahito,home office,pennsylvania,united states,us,east,FUR-FU-10001468,furniture,furnishings,tenex antistatic computer chair mats,547,4,0.2,-68.392,47.4,medium,2012,5,loss,April
CA-2012-102855,2012-04-05,2012-04-06,Same Day,jennifer ferguson,consumer,washington,united states,us,west,TEC-AC-10001767,technology,accessories,sandisk ultra 64 gb microsdhc class 10 memory card,240,6,0.0,26.3934,46.97,high,2012,1,profit,April
CA-2012-167010,2012-04-05,2012-04-10,Standard Class,valerie takahito,home office,pennsylvania,united states,us,east,OFF-ST-10003816,office supplies,storage,fellowes high-stak drawer files,564,4,0.2,21.1428,36.89,medium,2012,5,profit,April
IN-2012-69072,2012-04-05,2012-04-09,Standard Class,kelly andreada,consumer,victoria,australia,apac,oceania,OFF-AP-10000335,office supplies,appliances,"cuisinart microwave, red",501,2,0.1,61.248,24.92,medium,2012,4,profit,April
US-2012-113754,2012-04-05,2012-04-10,Standard Class,brenda bowman,corporate,coahuila,mexico,latam,north,TEC-CO-10000422,technology,copiers,"brother personal copier, digital",284,3,0.002,124.82988,21.61,medium,2012,5,profit,April
CA-2012-167010,2012-04-05,2012-04-10,Standard Class,valerie takahito,home office,pennsylvania,united states,us,east,FUR-BO-10004218,furniture,bookcases,"bush heritage pine collection 5-shelf bookcase, albany pine finish, *special order",352,5,0.5,-211.47,21.45,medium,2012,5,loss,April
IN-2012-69072,2012-04-05,2012-04-09,Standard Class,kelly andreada,consumer,victoria,australia,apac,oceania,OFF-ST-10000704,office supplies,storage,"rogers file cart, blue",380,3,0.1,113.859,17.05,medium,2012,4,profit,April
ES-2012-2314672,2012-04-05,2012-04-05,Same Day,don miller,corporate,lower saxony,germany,eu,central,OFF-AR-10001759,office supplies,art,"sanford sketch pad, fluorescent",117,5,0.5,-7.05,15.72,high,2012,0,loss,April
IN-2012-69072,2012-04-05,2012-04-09,Standard Class,kelly andreada,consumer,victoria,australia,apac,oceania,OFF-ST-10004583,office supplies,storage,"eldon shelving, single width",131,3,0.1,-7.335,10.62,medium,2012,4,loss,April
SO-2012-5940,2012-04-05,2012-04-07,First Class,justin mackendrick,consumer,banaadir,somalia,africa,africa,OFF-SME-10004160,office supplies,storage,"smead folders, wire frame",66,4,0.0,3.96,9.12,high,2012,2,profit,April
IN-2012-69072,2012-04-05,2012-04-09,Standard Class,kelly andreada,consumer,victoria,australia,apac,oceania,TEC-CO-10001674,technology,copiers,"sharp personal copier, color",109,1,0.1,33.996,8.92,medium,2012,4,profit,April
US-2012-136476,2012-04-05,2012-04-10,Standard Class,greg guthrie,corporate,tennessee,united states,us,south,OFF-BI-10003650,office supplies,binders,gbc docubind 300 electric binding machine,158,1,0.7,-115.7156,8.81,medium,2012,5,loss,April
ES-2012-2314672,2012-04-05,2012-04-05,Same Day,don miller,corporate,lower saxony,germany,eu,central,OFF-AR-10000980,office supplies,art,"sanford pencil sharpener, water color",26,2,0.5,-12.54,8.3,high,2012,0,loss,April
US-2012-113754,2012-04-05,2012-04-10,Standard Class,brenda bowman,corporate,coahuila,mexico,latam,north,OFF-FA-10000099,office supplies,fasteners,"stockwell paper clips, metal",71,8,0.0,0.64,7.29,medium,2012,5,profit,April
IN-2012-69072,2012-04-05,2012-04-09,Standard Class,kelly andreada,consumer,victoria,australia,apac,oceania,OFF-ST-10001707,office supplies,storage,"smead shelving, single width",88,2,0.1,-5.892,6.81,medium,2012,4,loss,April
IN-2012-66461,2012-04-05,2012-04-12,Standard Class,barry pond,corporate,henan,china,apac,north asia,TEC-PH-10003556,technology,phones,"samsung speaker phone, voip",123,1,0.0,43.14,6.4,medium,2012,7,profit,April
CA-2012-167010,2012-04-05,2012-04-10,Standard Class,valerie takahito,home office,pennsylvania,united states,us,east,OFF-AP-10004036,office supplies,appliances,bionaire 99.97% hepa air cleaner,98,7,0.2,18.396,5.91,medium,2012,5,profit,April
ES-2012-2495938,2012-04-05,2012-04-09,Standard Class,kristen hastings,corporate,nord-pas-de-calais,france,eu,central,OFF-FA-10003505,office supplies,fasteners,"oic thumb tacks, metal",28,2,0.0,5.64,4.6,high,2012,4,profit,April
US-2012-113754,2012-04-05,2012-04-10,Standard Class,brenda bowman,corporate,coahuila,mexico,latam,north,OFF-BI-10004624,office supplies,binders,"wilson jones binder, durable",48,5,0.0,3.3,4.04,medium,2012,5,profit,April
CA-2012-102855,2012-04-05,2012-04-06,Same Day,jennifer ferguson,consumer,washington,united states,us,west,OFF-AR-10002467,office supplies,art,dixon ticonderoga pencils,24,8,0.0,6.4368,4.02,high,2012,1,profit,April
CA-2012-167010,2012-04-05,2012-04-10,Standard Class,valerie takahito,home office,pennsylvania,united states,us,east,TEC-PH-10002844,technology,phones,speck products candyshell flip case,42,2,0.4,-9.7972,2.67,medium,2012,5,loss,April
CA-2012-119942,2012-04-05,2012-04-07,First Class,ted trevino,consumer,pennsylvania,united states,us,east,OFF-LA-10001569,office supplies,labels,avery 499,24,6,0.2,7.7688,1.83,medium,2012,2,profit,April
US-2012-113754,2012-04-05,2012-04-10,Standard Class,brenda bowman,corporate,coahuila,mexico,latam,north,OFF-ST-10003470,office supplies,storage,"rogers folders, industrial",21,1,0.0,6.84,1.66,medium,2012,5,profit,April
CA-2012-167010,2012-04-05,2012-04-10,Standard Class,valerie takahito,home office,pennsylvania,united states,us,east,TEC-PH-10000347,technology,phones,cush cases heavy duty rugged cover case for samsung galaxy s5 - purple,15,5,0.4,-3.2175,1.05,medium,2012,5,loss,April
CA-2012-167010,2012-04-05,2012-04-10,Standard Class,valerie takahito,home office,pennsylvania,united states,us,east,FUR-FU-10001037,furniture,furnishings,"dax charcoal/nickel-tone document frame, 5 x 7",8,1,0.2,2.37,0.75,medium,2012,5,profit,April
CA-2012-167010,2012-04-05,2012-04-10,Standard Class,valerie takahito,home office,pennsylvania,united states,us,east,OFF-BI-10002072,office supplies,binders,cardinal slant-d ring binders,10,4,0.7,-6.952,0.73,medium,2012,5,loss,April
MX-2012-113817,2012-04-06,2012-04-07,First Class,deanra eno,home office,guatemala,guatemala,latam,central,TEC-AC-10000501,technology,accessories,"enermax router, programmable",866,5,0.0,121.2,129.57,high,2012,1,profit,April
ZA-2012-2040,2012-04-06,2012-04-12,Standard Class,aaron bergman,consumer,copperbelt,zambia,africa,africa,TEC-KON-10004774,technology,machines,"konica inkjet, durable","1,247",4,0.0,74.76,81.6,medium,2012,6,profit,April
MX-2012-113817,2012-04-06,2012-04-07,First Class,deanra eno,home office,guatemala,guatemala,latam,central,FUR-CH-10001044,furniture,chairs,"harbour creations steel folding chair, adjustable",468,7,0.0,18.62,46.25,high,2012,1,profit,April
ZA-2012-2040,2012-04-06,2012-04-12,Standard Class,aaron bergman,consumer,copperbelt,zambia,africa,africa,TEC-NOK-10000784,technology,phones,"nokia speaker phone, cordless",504,4,0.0,216.72,43.49,medium,2012,6,profit,April
US-2012-164805,2012-04-06,2012-04-09,Second Class,ben ferrer,home office,tamaulipas,mexico,latam,north,TEC-CO-10001309,technology,copiers,"hewlett wireless fax, laser",759,3,0.002,21.27924,36.11,medium,2012,3,profit,April
MX-2012-121174,2012-04-06,2012-04-12,Standard Class,lena hernandez,consumer,san salvador,el salvador,latam,central,FUR-TA-10003485,furniture,tables,"bevis training table, rectangular",355,2,0.2,84.24,29.7,low,2012,6,profit,April
IN-2012-28612,2012-04-06,2012-04-12,Standard Class,mitch willingham,corporate,gunma,japan,apac,north asia,FUR-BO-10001708,furniture,bookcases,"safco stackable bookrack, pine",530,7,0.5,-318.15,29.23,medium,2012,6,loss,April
US-2012-164805,2012-04-06,2012-04-09,Second Class,ben ferrer,home office,tamaulipas,mexico,latam,north,FUR-CH-10004844,furniture,chairs,"novimex swivel stool, adjustable",445,5,0.2,-111.3,29.08,medium,2012,3,loss,April
MX-2012-113817,2012-04-06,2012-04-07,First Class,deanra eno,home office,guatemala,guatemala,latam,central,FUR-FU-10004224,furniture,furnishings,"deflect-o photo frame, erganomic",101,3,0.0,49.5,28.92,high,2012,1,profit,April
IN-2012-28612,2012-04-06,2012-04-12,Standard Class,mitch willingham,corporate,gunma,japan,apac,north asia,OFF-ST-10000007,office supplies,storage,"fellowes file cart, single width",481,7,0.5,0.0,27.41,medium,2012,6,loss,April
MX-2012-113817,2012-04-06,2012-04-07,First Class,deanra eno,home office,guatemala,guatemala,latam,central,TEC-PH-10002647,technology,phones,"nokia headset, voip",244,5,0.0,56.1,26.92,high,2012,1,profit,April
IN-2012-40897,2012-04-06,2012-04-11,Second Class,bobby odegard,consumer,rajasthan,india,apac,central asia,OFF-AR-10000851,office supplies,art,"sanford sketch pad, blue",227,5,0.0,49.95,16.6,medium,2012,5,profit,April
IN-2012-28612,2012-04-06,2012-04-12,Standard Class,mitch willingham,corporate,gunma,japan,apac,north asia,OFF-ST-10004576,office supplies,storage,"rogers file cart, single width",212,3,0.5,-136.035,15.96,medium,2012,6,loss,April
